version,currency,min,max,avg,median,volume,souvenir,stat_trak,weapon,skin,condition
,USD,29.02,46.43,36.35,36.03,41,False,True,StatTrakâ„˘ AWP,Chromatic Aberration,3
,USD,24.78,29.98,26.76,25.55,3,False,False,AWP,Chromatic Aberration,0
,USD,58.33,203.36,82.12,76.7,45,False,False,AWP,Chromatic Aberration,4
,USD,29.78,30.76,30.27,30.27,2,False,False,AWP,Chromatic Aberration,1
,USD,19.08,28.78,23.18,23.07,6,False,True,StatTrakâ„˘ AWP,Chromatic Aberration,0
,USD,29.04,29.04,29.04,29.04,1,False,True,StatTrakâ„˘ AWP,Chromatic Aberration,1
,USD,2.32,6.57,3.64,3.61,297,False,False,AWP,Duality,2
,USD,42.12,70.85,53.47,52.23,75,False,False,AK-47,Head Shot,3
,USD,12.64,40.62,17.79,16.68,74,False,False,AWP,Duality,4
,USD,20.3,45.47,31.95,31.43,112,False,False,AK-47,Head Shot,2
,USD,26.94,79.41,38.61,37.87,120,False,True,StatTrakâ„˘ M4A4,Temukau,2
,USD,112.14,198.69,134.21,133.16,60,False,False,M4A4,Temukau,4
,USD,22.01,58.35,36.0,35.39,283,False,False,M4A4,Temukau,2
,USD,4.64,14.91,6.45,6.24,220,False,False,AWP,Duality,3
,USD,81.72,150.87,100.87,95.3,55,False,True,StatTrakâ„˘ M4A4,Temukau,3
,USD,5.32,8.84,6.72,6.85,75,False,True,StatTrakâ„˘ AWP,Duality,2
,USD,2.33,5.0,3.38,3.46,48,False,False,AWP,Duality,0
,USD,9.26,13.92,11.86,11.77,68,False,True,StatTrakâ„˘ AWP,Duality,3
,USD,51.06,126.51,66.87,65.59,232,False,False,M4A4,Temukau,3
,USD,23.54,33.43,28.9,28.45,43,False,False,AK-47,Head Shot,1
,USD,24.39,31.59,28.68,28.76,20,False,True,StatTrakâ„˘ AK-47,Head Shot,1
,USD,187.17,337.74,234.79,225.56,15,False,True,StatTrakâ„˘ M4A4,Temukau,4
,USD,22.76,31.92,28.01,28.39,22,False,False,M4A4,Temukau,0
,USD,2.9,4.22,3.55,3.55,14,False,False,AWP,Duality,1
,USD,23.21,31.34,27.5,27.45,36,False,False,AK-47,Head Shot,0
,USD,88.86,303.5,137.91,117.23,12,False,False,AK-47,Head Shot,4
,USD,27.28,104.46,34.29,33.66,82,False,True,StatTrakâ„˘ AK-47,Head Shot,2
,USD,23.21,30.17,27.47,27.51,16,False,True,StatTrakâ„˘ AK-47,Head Shot,0
,USD,5.35,7.0,6.38,6.59,14,False,True,StatTrakâ„˘ AWP,Duality,0
,USD,114.93,196.03,145.88,138.65,6,False,True,StatTrakâ„˘ AK-47,Head Shot,4
,USD,21.99,74.65,29.11,28.24,31,False,True,StatTrakâ„˘ AWP,Duality,4
,USD,43.25,70.79,53.1,52.16,68,False,True,StatTrakâ„˘ AK-47,Head Shot,3
,USD,23.83,35.93,29.6,29.32,4,False,True,StatTrakâ„˘ M4A4,Temukau,1
,USD,1.78,4.98,2.45,2.45,49,False,False,AK-47,Steel Delta,2
,USD,580.33,847.26,704.75,707.64,9,False,False,M4A4,Eye of Horus,3
,USD,2.41,6.55,3.46,3.18,30,False,False,AK-47,Steel Delta,0
,USD,2.76,5.8,3.84,3.73,180,False,False,AWP,Black Nile,2
,USD,2.69,5.59,4.48,4.69,40,False,False,AK-47,Steel Delta,3
,USD,4.33,11.79,6.73,6.53,180,False,False,AWP,Black Nile,3
,USD,29.02,50.19,36.4,36.33,77,False,False,AWP,Black Nile,4
,USD,335.43,615.14,418.65,426.13,19,False,False,M4A4,Eye of Horus,2
,USD,17.41,30.77,25.67,25.53,57,False,False,AK-47,Steel Delta,4
,USD,159.32,239.09,190.58,181.55,6,False,False,M4A4,Eye of Horus,0
,USD,2.54,95.17,7.2,4.46,43,False,False,AWP,Black Nile,0
,USD,2.65,3.46,3.05,3.05,2,False,False,AK-47,Steel Delta,1
,USD,12.92,20.88,17.14,17.4,20,True,False,Souvenir AWP,Black Nile,3
,USD,8.66,19.72,11.69,10.57,7,True,False,Souvenir AWP,Black Nile,0
,USD,7.54,12.07,9.62,9.19,16,True,False,Souvenir AWP,Black Nile,2
,USD,6.01,8.08,7.52,7.75,7,True,False,Souvenir AK-47,Steel Delta,3
,USD,27.86,31.92,29.89,29.89,2,True,False,Souvenir AWP,Black Nile,4
,USD,254.83,329.14,300.24,304.45,8,False,False,AWP,CMYK,2
,USD,447.26,447.26,447.26,447.26,1,False,False,AWP,CMYK,3
,USD,2.25,2.5300000000000002,2.38,2.37,6,False,False,AK-47,Crossfade,0
,USD,23.97,31.34,26.92,26.21,6,False,True,StatTrakâ„˘ M4A4,Turbine,4
,USD,4.29,5.33,4.78,4.74,3,False,True,StatTrakâ„˘ M4A4,Turbine,1
,USD,0.81,2.09,1.49,1.3900000000000001,23,False,True,StatTrakâ„˘ M4A4,Etch Lord,2
,USD,0.31,2.76,0.55,0.5,36,False,False,M4A4,Etch Lord,0
,USD,50.08,104.46,70.76,70.2,330,False,False,AK-47,Inheritance,3
,USD,0.34,0.8,0.51,0.52,76,False,False,M4A4,Etch Lord,2
,USD,2.01,6.92,3.06,2.89,66,False,True,StatTrakâ„˘ M4A4,Etch Lord,3
,USD,0.8,1.69,1.2,1.18,110,False,False,M4A4,Etch Lord,3
,USD,52.19,89.37,70.54,69.64,29,False,True,StatTrakâ„˘ AWP,Chrome Cannon,3
,USD,32.67,51.59,39.71,39.46,168,False,False,AWP,Chrome Cannon,3
,USD,21.38,34.81,28.69,28.98,155,False,False,AWP,Chrome Cannon,2
,USD,0.88,1.85,1.2,1.09,13,False,True,StatTrakâ„˘ M4A4,Etch Lord,1
,USD,0.62,3.5300000000000002,1.49,1.45,26,False,True,StatTrakâ„˘ M4A4,Etch Lord,0
,USD,0.28,0.52,0.42,0.42,37,False,False,M4A4,Etch Lord,1
,USD,30.94,66.57,47.38,46.96,664,False,False,AK-47,Inheritance,2
,USD,5.44,9.08,7.25,7.27,61,False,False,M4A4,Etch Lord,4
,USD,90.59,216.24,118.48,101.61,15,False,False,AWP,Chrome Cannon,4
,USD,73.69,142.67,93.73,91.44,76,False,True,StatTrakâ„˘ AK-47,Inheritance,2
,USD,144.58,194.95,163.9,166.62,45,False,True,StatTrakâ„˘ AK-47,Inheritance,3
,USD,21.52,35.53,26.44,26.69,76,False,False,AWP,Chrome Cannon,1
,USD,34.29,46.43,40.58,40.99,110,False,False,AK-47,Inheritance,0
,USD,36.84,48.42,43.57,43.95,22,False,True,StatTrakâ„˘ AWP,Chrome Cannon,2
,USD,20.24,29.02,25.42,25.43,54,False,False,AWP,Chrome Cannon,0
,USD,301.17,511.86,351.61,333.48,12,False,True,StatTrakâ„˘ AK-47,Inheritance,4
,USD,118.77,258.01,150.28,149.33,65,False,False,AK-47,Inheritance,4
,USD,32.59,51.22,44.49,45.06,25,False,False,AK-47,Inheritance,1
,USD,8.83,23.21,11.39,10.74,25,False,True,StatTrakâ„˘ M4A4,Etch Lord,4
,USD,25.28,34.82,31.48,32.5,11,False,True,StatTrakâ„˘ AWP,Chrome Cannon,1
,USD,65.54,91.78,78.91,76.54,11,False,True,StatTrakâ„˘ AK-47,Inheritance,0
,USD,80.14,89.99,87.07,87.92,6,False,True,StatTrakâ„˘ AK-47,Inheritance,1
,USD,156.86,252.51,195.57,186.46,4,False,True,StatTrakâ„˘ AWP,Chrome Cannon,4
,USD,0.64,5.36,1.03,0.92,244,False,False,AK-47,Olive Polycam,4
,USD,0.07,0.19,0.09,0.09,185,False,False,AK-47,Olive Polycam,2
,USD,0.08,1.2,0.19,0.12,25,False,False,AK-47,Olive Polycam,1
,USD,0.14,0.88,0.21,0.2,158,False,False,AK-47,Olive Polycam,3
,USD,1.92,1.92,1.92,1.92,1,True,False,,,
,USD,0.06,0.34,0.12,0.1,137,False,False,,,
,USD,2.17,3.83,2.58,2.5,111,False,False,AK-47,Crossfade,2
,USD,1.03,2.38,1.35,1.27,33,False,False,M4A4,Turbine,2
,USD,16.3,24.08,20.51,20.44,29,False,True,StatTrakâ„˘ AK-47,The Outsiders,2
,USD,2.68,8.8,3.98,3.93,42,False,False,M4A4,Turbine,3
,USD,18.77,29.02,23.61,22.93,15,False,False,M4A4,Turbine,4
,USD,5.8,31.36,8.76,8.64,112,False,False,AK-47,The Outsiders,2
,USD,6.87,9.26,7.5600000000000005,7.31,12,False,False,AK-47,The Outsiders,0
,USD,0.81,1.53,1.04,0.9500000000000001,8,False,False,M4A4,Turbine,0
,USD,11.61,20.32,16.74,16.32,54,False,False,AK-47,The Outsiders,3
,USD,23.21,65.81,32.97,32.93,220,False,False,AWP,Crakow!,2
,USD,0.07,0.23,0.12,0.09,17,False,False,AK-47,Olive Polycam,0
,USD,430.64,522.29,476.47,476.47,2,True,False,Souvenir M4A4,Eye of Horus,2
,USD,15.32,23.1,19.15,19.59,7,False,True,StatTrakâ„˘ AK-47,The Outsiders,1
,USD,6.13,10.02,7.65,7.38,14,False,False,AK-47,The Outsiders,1
,USD,12.41,19.29,14.98,14.94,24,False,False,M4A4,Polysoup,2
,USD,7.18,10.45,8.84,8.94,22,False,True,StatTrakâ„˘ M4A4,Turbine,3
,USD,3.08,12.8,3.86,3.7800000000000002,82,False,False,AK-47,Crossfade,3
,USD,49.97,93.18,66.63,65.95,103,False,False,AWP,Crakow!,3
,USD,522.29,910.48,684.1,680.14,10,False,False,AK-47,B the Monster,4
,USD,18.14,51.32,24.97,23.05,36,False,False,M4A4,Polysoup,3
,USD,345.57,345.57,345.57,345.57,1,True,False,Souvenir AWP,LongDog,3
,USD,113.43,276.79,172.84,172.9,131,False,False,AK-47,B the Monster,2
,USD,5.43,15.09,7.6,7.49,78,False,False,AK-47,Crossfade,4
,USD,19.01,38.3,24.8,24.51,78,False,False,AWP,Crakow!,1
,USD,228.83,408.7,290.55,289.5,81,False,False,AK-47,B the Monster,3
,USD,3.61,11.61,5.5,5.13,76,False,False,,,
,USD,2.68,4.06,3.38,3.4,24,False,True,StatTrakâ„˘ M4A4,Turbine,2
,USD,64.11,103.3,82.24,80.96,12,False,False,AK-47,The Outsiders,4
,USD,35.41,55.7,42.53,40.88,32,False,False,M4A4,Polysoup,4
,USD,104.46,223.09,165.5,174.47,23,False,False,AWP,Crakow!,4
,USD,25.16,42.74,35.05,34.67,17,False,True,StatTrakâ„˘ AK-47,The Outsiders,3
,USD,18.58,45.72,24.07,23.25,31,False,False,AWP,Crakow!,0
,USD,3.44,3.44,3.44,3.44,1,False,True,StatTrakâ„˘ M4A4,Turbine,0
,USD,1.74,2.7199999999999998,2.33,2.55,5,False,False,AK-47,Crossfade,1
,USD,1102.62,1161.81,1132.21,1132.21,2,False,False,AWP,CMYK,4
,USD,15.66,19.73,17.7,17.69,2,False,True,StatTrakâ„˘ AK-47,The Outsiders,0
,USD,74.0,135.69,89.37,87.19,27,False,False,AK-47,B the Monster,0
,USD,112.12,174.09,141.38,148.83,8,False,False,AK-47,B the Monster,1
,USD,1.42,1.42,1.42,1.42,1,True,False,,,
,USD,57.46,66.71,61.11,59.14,3,False,True,StatTrakâ„˘ AK-47,The Oligarch,0
,USD,8.84,24.64,12.77,12.34,191,False,False,AWP,Green Energy,2
,USD,3.09,15.67,4.85,4.63,375,False,False,AK-47,Midnight Laminate,2
,USD,0.05,0.63,0.13,0.1,60,False,False,M4A4,Naval Shred Camo,3
,USD,0.02,0.06,0.03,0.03,23,False,False,M4A4,Steel Work,2
,USD,0.52,6.59,1.07,0.8200000000000001,76,False,False,AK-47,VariCamo Grey,4
,USD,0.05,0.1,0.08,0.09,29,False,False,M4A4,Steel Work,3
,USD,17.41,43.42,27.31,26.68,202,False,False,AWP,Green Energy,3
,USD,10.04,37.72,15.02,14.69,190,False,False,AK-47,Nouveau Rouge,2
,USD,8.7,22.05,12.26,11.64,518,False,False,AK-47,Midnight Laminate,3
,USD,0.56,0.58,0.5700000000000001,0.5700000000000001,5,False,False,AWP,Arsenic Spill,1
,USD,9.77,34.7,13.48,11.72,52,False,False,M4A4,Sheet Lightning,4
,USD,0.03,0.05,0.03,0.03,23,False,False,M4A4,Naval Shred Camo,2
,USD,7.63,11.33,9.29,9.0,9,False,False,AK-47,Nouveau Rouge,0
,USD,19.73,114.9,27.7,24.37,194,False,False,AK-47,Midnight Laminate,4
,USD,0.28,4.64,0.8,0.58,146,False,False,M4A4,Naval Shred Camo,4
,USD,0.36,2.83,0.62,0.5,35,False,False,M4A4,Steel Work,4
,USD,2.62,4.87,3.4,3.3,47,False,False,AK-47,Midnight Laminate,0
,USD,2.11,15.91,3.35,3.06,244,False,False,AK-47,Wintergreen,3
,USD,23.83,66.88,40.41,37.95,158,False,False,AK-47,Nouveau Rouge,3
,USD,7.3,20.75,10.68,10.41,65,False,False,AK-47,Nouveau Rouge,1
,USD,0.55,1.28,0.74,0.72,65,False,False,AWP,Arsenic Spill,3
,USD,1.28,8.12,1.92,1.6099999999999999,80,False,False,AWP,Arsenic Spill,4
,USD,0.7000000000000001,5.15,1.02,0.89,114,False,False,AK-47,Wintergreen,2
,USD,0.31,0.59,0.45,0.46,32,False,False,AWP,Arsenic Spill,2
,USD,0.99,2.02,1.29,1.28,102,False,False,M4A4,Sheet Lightning,2
,USD,0.06,0.12,0.08,0.08,5,False,False,AK-47,VariCamo Grey,0
,USD,89.76,220.52,136.93,140.89,25,False,False,AK-47,Nouveau Rouge,4
,USD,3.3,12.77,4.29,4.18,122,False,False,M4A4,Sheet Lightning,3
,USD,51.09,174.1,73.46,68.72,53,False,False,AWP,Green Energy,4
,USD,0.05,0.56,0.09,0.08,33,False,False,AK-47,VariCamo Grey,2
,USD,0.03,0.05,0.03,0.03,3,False,False,M4A4,Naval Shred Camo,0
,USD,0.1,6.95,0.39,0.16,32,False,False,AK-47,VariCamo Grey,3
,USD,4.74,28.73,8.38,7.2,195,False,False,AK-47,Wintergreen,4
,USD,6.31,11.28,8.7,8.8,14,False,False,AWP,Green Energy,0
,USD,0.72,1.65,0.88,0.75,9,False,False,AK-47,Wintergreen,0
,USD,0.06,0.14,0.09,0.08,5,False,False,M4A4,Naval Shred Camo,1
,USD,0.73,1.04,0.93,0.96,7,False,False,M4A4,Sheet Lightning,0
,USD,0.03,0.05,0.05,0.05,2,False,False,M4A4,Steel Work,1
,USD,3.68,5.8100000000000005,4.84,4.79,9,False,False,AK-47,Midnight Laminate,1
,USD,10.09,14.18,11.01,10.46,6,False,False,AWP,Green Energy,1
,USD,13.72,32.32,23.28,23.62,53,False,False,M4A4,Hellish,1
,USD,0.05,0.13,0.08,0.08,30,False,False,M4A4,Choppa,2
,USD,0.05,0.09,0.07,0.07,22,False,False,M4A4,Choppa,1
,USD,0.06,0.09,0.07,0.07,14,False,False,M4A4,Choppa,0
,USD,66.95,139.94,93.4,87.04,45,False,False,M4A4,Hellish,3
,USD,0.17,0.39,0.27,0.28,21,False,True,StatTrakâ„˘ M4A4,Choppa,2
,USD,1.8,5.21,2.61,2.52,102,False,False,M4A4,Choppa,4
,USD,0.09,0.19,0.14,0.14,9,False,True,StatTrakâ„˘ M4A4,Choppa,1
,USD,0.49,11.61,1.17,1.0,78,False,True,StatTrakâ„˘ M4A4,Choppa,3
,USD,58.71,135.62,81.44,81.34,252,False,False,AWP,Printstream,3
,USD,133.47,265.27,194.35,208.91,27,False,False,AWP,LongDog,2
,USD,0.15,0.49,0.29,0.31,130,False,False,M4A4,Choppa,3
,USD,37.15,73.11,51.93,51.41,441,False,False,AWP,Printstream,2
,USD,3.45,8.01,4.76,4.64,264,False,False,AK-47,Searing Rage,2
,USD,265.32,451.49,355.08,359.23,19,False,False,AWP,LongDog,3
,USD,25.53,47.34,43.25,43.76,67,False,False,AWP,Printstream,0
,USD,191.62,328.68,252.37,255.33,53,False,False,AWP,Printstream,4
,USD,32.56,51.57,44.81,44.88,152,False,False,AWP,Printstream,1
,USD,3.11,29.02,4.65,4.34,62,False,False,AK-47,Searing Rage,0
,USD,15.99,58.03,21.14,17.08,15,False,False,M4A4,Hellish,0
,USD,76.77,139.21,101.12,96.32,19,False,False,AWP,LongDog,1
,USD,75.31,130.93,90.17,88.6,66,False,True,StatTrakâ„˘ AWP,Printstream,2
,USD,6.29,13.22,8.3,8.3,192,False,False,AK-47,Searing Rage,3
,USD,6.92,12.98,9.76,9.63,28,False,True,StatTrakâ„˘ AK-47,Searing Rage,1
,USD,28.38,44.56,34.47,32.49,42,False,False,AK-47,Searing Rage,4
,USD,3.23,5.51,4.27,4.29,66,False,False,AK-47,Searing Rage,1
,USD,4.06,23.21,6.16,5.69,44,False,True,StatTrakâ„˘ M4A4,Choppa,4
,USD,56.87,78.9,65.67,64.46,26,False,True,StatTrakâ„˘ AWP,Printstream,1
,USD,25.29,80.07,41.73,40.47,119,False,False,M4A4,Hellish,2
,USD,14.0,21.14,17.33,16.91,75,False,True,StatTrakâ„˘ AK-47,Searing Rage,3
,USD,0.03,0.05,0.05,0.05,5,False,False,M4A4,Aeolian Dark,0
,USD,114.23,200.73,156.89,159.95,53,False,True,StatTrakâ„˘ AWP,Printstream,3
,USD,4.64,6.44,5.48,5.48,6,False,False,AWP,Exothermic,1
,USD,7.09,13.93,10.74,10.89,76,False,True,StatTrakâ„˘ AK-47,Searing Rage,2
,USD,60.01,90.93,81.9,81.52,8,False,False,AWP,LongDog,0
,USD,34.82,58.19,48.0,49.76,18,False,True,StatTrakâ„˘ AK-47,Searing Rage,4
,USD,7.07,11.18,9.0,8.5,20,False,True,StatTrakâ„˘ AK-47,Searing Rage,0
,USD,847.95,1217.52,1017.48,985.76,6,False,False,AWP,LongDog,4
,USD,0.36,0.41000000000000003,0.38,0.38,2,False,False,AK-47,VariCamo Grey,1
,USD,402.42,555.37,493.4,515.33,7,False,True,StatTrakâ„˘ AWP,Printstream,4
,USD,220.52,333.3,274.9,262.1,5,False,False,M4A4,Hellish,4
,USD,0.5,0.68,0.5700000000000001,0.55,5,False,False,AWP,Arsenic Spill,0
,USD,46.43,69.79,58.81,57.38,7,False,True,StatTrakâ„˘ AWP,Queen's Gambit,0
,USD,5.8,10.5,8.55,8.58,117,False,False,AWP,Ice Coaled,2
,USD,106.78,139.73,121.76,124.48,13,False,True,StatTrakâ„˘ AK-47,The Oligarch,2
,USD,92.25,169.44,125.08,122.51,78,False,False,AK-47,The Oligarch,3
,USD,87.04,165.96,106.37,103.32,102,False,False,M4A4,Full Throttle,3
,USD,170.95,236.89,190.52,188.45,11,False,True,StatTrakâ„˘ M4A4,Full Throttle,3
,USD,3.84,5.57,4.9,4.99,23,False,False,AWP,Ice Coaled,0
,USD,51.53,130.92,70.09,67.61,99,False,False,AK-47,The Oligarch,2
,USD,262.74,363.69,299.13,292.26,7,False,False,AK-47,The Oligarch,4
,USD,31.34,50.47,37.8,37.48,68,False,False,M4A4,Full Throttle,1
,USD,185.76,406.22,268.81,270.73,12,False,True,StatTrakâ„˘ AK-47,The Oligarch,3
,USD,11.49,23.56,15.87,15.8,187,False,False,AWP,Ice Coaled,3
,USD,30.29,43.83,37.49,38.3,7,False,False,AK-47,The Oligarch,0
,USD,35.13,54.54,46.05,45.97,47,False,False,AK-47,The Oligarch,1
,USD,74.77,162.48,104.45,98.07,14,False,True,StatTrakâ„˘ M4A4,Full Throttle,2
,USD,22.98,34.82,29.09,29.27,36,False,False,M4A4,Full Throttle,0
,USD,29.02,49.62,36.11,34.82,31,False,True,StatTrakâ„˘ AWP,Ice Coaled,3
,USD,40.74,87.75,51.96,49.86,148,False,False,M4A4,Full Throttle,2
,USD,5.16,7.54,6.21,6.17,48,False,False,AWP,Ice Coaled,1
,USD,9.82,14.8,12.14,11.83,12,False,True,StatTrakâ„˘ AWP,Ice Coaled,1
,USD,16.25,23.21,18.66,18.52,13,False,True,StatTrakâ„˘ AWP,Ice Coaled,2
,USD,232.47,348.2,267.36,257.29,8,False,False,M4A4,Full Throttle,4
,USD,24.37,142.57,38.38,34.82,27,False,False,AWP,Ice Coaled,4
,USD,9.29,12.55,10.99,11.03,11,False,True,StatTrakâ„˘ AWP,Ice Coaled,0
,USD,61.13,83.44,71.31,69.91,9,False,True,StatTrakâ„˘ AWP,Ice Coaled,4
,USD,50.67,59.11,53.17,51.45,4,False,True,StatTrakâ„˘ M4A4,Full Throttle,0
,USD,539.7,724.33,641.18,650.34,4,False,True,StatTrakâ„˘ AK-47,The Oligarch,4
,USD,406.23,530.85,486.67,504.81,4,False,True,StatTrakâ„˘ M4A4,Full Throttle,4
,USD,40.62,70.21,56.96,58.52,4,True,False,Souvenir AWP,Crakow!,2
,USD,262.61,467.17,381.54,396.07,8,True,False,Souvenir AK-47,B the Monster,3
,USD,6.95,35.56,11.07,10.86,272,False,False,AWP,Exothermic,3
,USD,122.99,132.65,128.69,130.45,3,True,False,Souvenir M4A4,Hellish,3
,USD,0.07,0.34,0.1,0.09,40,False,False,M4A4,Aeolian Dark,3
,USD,3.71,16.66,6.4,6.41,284,False,False,AWP,Exothermic,2
,USD,2.58,14.59,4.67,4.43,111,False,False,AK-47,Breakthrough,2
,USD,14.98,26.69,19.6,19.45,17,False,False,AWP,The End,0
,USD,6.22,31.73,9.27,8.59,180,False,False,AK-47,Breakthrough,3
,USD,0.03,0.05,0.05,0.05,36,False,False,M4A4,Aeolian Dark,2
,USD,25.95,63.84,33.11,31.21,115,False,False,AWP,The End,3
,USD,0.34,13.57,0.86,0.56,135,False,False,M4A4,Aeolian Dark,4
,USD,2.32,2.52,2.43,2.41,2,False,False,AK-47,Breakthrough,0
,USD,3.48,5.44,4.61,4.64,13,False,False,AWP,Exothermic,0
,USD,15.53,35.16,22.51,20.9,144,False,False,AWP,The End,2
,USD,9.29,63.2,20.56,18.36,68,False,False,AK-47,Breakthrough,4
,USD,0.03,0.08,0.06,0.06,4,False,False,M4A4,Aeolian Dark,1
,USD,14.29,24.07,18.42,16.92,29,False,False,AWP,The End,1
,USD,14.62,53.38,21.79,20.57,97,False,False,AWP,Exothermic,4
,USD,16.16,92.85,25.92,23.26,260,False,False,AK-47,Aphrodite,2
,USD,36.06,303.0,60.5,48.77,157,False,False,AK-47,Aphrodite,3
,USD,12.43,42.68,18.38,17.76,108,False,False,AK-47,Aphrodite,0
,USD,11.93,116.8,17.89,16.64,222,False,False,AK-47,Aphrodite,1
,USD,472.38,696.39,546.62,543.18,9,False,False,AK-47,Aphrodite,4
,USD,64.42,127.67,107.2,112.25,13,False,False,AWP,The End,4
,USD,34.6,73.46,47.27,46.43,603,False,False,AK-47,Crane Flight,3
,USD,91.26,255.34,146.6,144.27,215,False,False,AWP,Queen's Gambit,3
,USD,11.55,29.02,18.95,17.93,265,False,False,AK-47,Crane Flight,1
,USD,40.05,68.26,56.76,57.82,79,False,False,AWP,Queen's Gambit,1
,USD,0.1,0.2,0.13,0.13,29,False,False,M4A4,Zubastick,2
,USD,10.1,35.82,13.25,12.43,122,False,False,AK-47,Crane Flight,0
,USD,18.57,50.02,28.23,26.46,633,False,False,AK-47,Crane Flight,2
,USD,0.29,0.58,0.48,0.48,5,False,True,StatTrakâ„˘ M4A4,Zubastick,1
,USD,30.1,54.35,36.96,36.25,33,False,True,StatTrakâ„˘ AK-47,Crane Flight,1
,USD,0.23,2.31,0.49,0.37,39,False,False,M4A4,Zubastick,3
,USD,77.52,156.79,103.56,104.46,81,False,True,StatTrakâ„˘ AK-47,Crane Flight,3
,USD,34.01,86.16,54.13,52.98,102,False,True,StatTrakâ„˘ AK-47,Crane Flight,2
,USD,1.17,7.71,2.01,1.81,49,False,False,M4A4,Zubastick,4
,USD,53.2,139.27,73.5,71.76,211,False,False,AWP,Queen's Gambit,2
,USD,0.2,0.5700000000000001,0.35000000000000003,0.28,5,False,True,StatTrakâ„˘ M4A4,Zubastick,0
,USD,37.42,100.25,47.28,46.12,42,False,False,AWP,Queen's Gambit,0
,USD,0.09,0.14,0.12,0.12,8,False,False,M4A4,Zubastick,1
,USD,186.23,323.84,245.35,242.9,14,False,True,StatTrakâ„˘ AK-47,Crane Flight,4
,USD,87.05,227.24,106.95,99.69,79,False,False,AK-47,Crane Flight,4
,USD,0.93,2.4,1.45,1.44,26,False,True,StatTrakâ„˘ M4A4,Zubastick,3
,USD,175.23,267.98,204.99,196.94,43,False,True,StatTrakâ„˘ AWP,Queen's Gambit,3
,USD,0.32,1.57,0.79,0.79,19,False,True,StatTrakâ„˘ M4A4,Zubastick,2
,USD,302.78,754.36,381.05,365.6,25,False,False,AWP,Queen's Gambit,4
,USD,56.87,165.24,103.38,102.2,26,False,True,StatTrakâ„˘ AWP,Queen's Gambit,2
,USD,2.6,12.07,5.5,4.74,22,False,True,StatTrakâ„˘ M4A4,Zubastick,4
,USD,59.51,81.87,69.82,71.84,13,False,True,StatTrakâ„˘ AWP,Queen's Gambit,1
,USD,24.34,35.59,29.58,29.2,16,False,True,StatTrakâ„˘ AK-47,Crane Flight,0
,USD,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,2,True,False,,,
,USD,43.0,46.0,44.5,44.5,2,True,False,Souvenir AWP,Crakow!,1
,USD,512.83,678.52,575.09,554.07,5,False,True,StatTrakâ„˘ AWP,Queen's Gambit,4
